Periodo,Estado,Clave SIINAH,Tipo de sitio,Centro de trabajo,Tipo de visitantes,Nacionalidad,NÃºmero de visitas
01/09/2000,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Boleto pagado,Extranjeros,74
01/09/2000,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Boleto pagado,Nacional,7041
01/09/2000,Ciudad de México,2200200,Museo,Museo de El Carmen,Boleto pagado,Extranjeros,699
01/09/2000,Ciudad de México,2200200,Museo,Museo de El Carmen,Boleto pagado,Nacional,16108
01/09/2000,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Boleto pagado,Extranjeros,8112
01/09/2000,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Boleto pagado,Nacional,38150
01/09/2000,Ciudad de México,2600100,Museo,Museo Casa Carranza,Boleto pagado,Extranjeros,54
01/09/2000,Ciudad de México,2600100,Museo,Museo Casa Carranza,Boleto pagado,Nacional,802
01/09/2000,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista",Boleto pagado,Extranjeros,9
01/09/2000,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista",Boleto pagado,Nacional,389
01/10/2000,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Boleto pagado,Extranjeros,51422
01/10/2000,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Boleto pagado,Nacional,180718
01/10/2000,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Boleto pagado,Extranjeros,125
01/10/2000,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Boleto pagado,Nacional,88522
01/10/2000,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Boleto pagado,Extranjeros,457
01/10/2000,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Boleto pagado,Nacional,38804
01/10/2000,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Boleto pagado,Extranjeros,92
01/10/2000,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Boleto pagado,Nacional,9118
01/10/2000,Ciudad de México,2200200,Museo,Museo de El Carmen,Boleto pagado,Extranjeros,250
01/10/2000,Ciudad de México,2200200,Museo,Museo de El Carmen,Boleto pagado,Nacional,10264
01/10/2000,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Boleto pagado,Extranjeros,9892
01/10/2000,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Boleto pagado,Nacional,54806
01/10/2000,Ciudad de México,2600100,Museo,Museo Casa Carranza,Boleto pagado,Nacional,1031
01/10/2000,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista",Boleto pagado,Nacional,419
01/11/2000,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Boleto pagado,Extranjeros,86125
01/11/2000,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Boleto pagado,Nacional,110605
01/11/2000,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Boleto pagado,Extranjeros,7037
01/11/2000,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Boleto pagado,Nacional,77530
01/11/2000,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Boleto pagado,Extranjeros,283
01/11/2000,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Boleto pagado,Nacional,33822
01/11/2000,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Boleto pagado,Extranjeros,82
01/11/2000,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Boleto pagado,Nacional,12803
01/11/2000,Ciudad de México,2200200,Museo,Museo de El Carmen,Boleto pagado,Extranjeros,19
01/11/2000,Ciudad de México,2200200,Museo,Museo de El Carmen,Boleto pagado,Nacional,1775
01/11/2000,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Boleto pagado,Extranjeros,9317
01/11/2000,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Boleto pagado,Nacional,46448
01/11/2000,Ciudad de México,2600100,Museo,Museo Casa Carranza,Boleto pagado,Extranjeros,13
01/11/2000,Ciudad de México,2600100,Museo,Museo Casa Carranza,Boleto pagado,Nacional,984
01/11/2000,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista",Boleto pagado,Extranjeros,1
01/11/2000,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista",Boleto pagado,Nacional,469
01/12/2000,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Boleto pagado,Extranjeros,55755
01/12/2000,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Boleto pagado,Nacional,139701
01/12/2000,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Boleto pagado,Extranjeros,7925
01/12/2000,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Boleto pagado,Nacional,79326
01/12/2000,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Boleto pagado,Extranjeros,610
01/12/2000,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Boleto pagado,Nacional,18204
01/12/2000,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Boleto pagado,Extranjeros,75
01/12/2000,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Boleto pagado,Nacional,6907
01/12/2000,Ciudad de México,2200200,Museo,Museo de El Carmen,Boleto pagado,Extranjeros,348
01/12/2000,Ciudad de México,2200200,Museo,Museo de El Carmen,Boleto pagado,Nacional,7493
01/12/2000,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Boleto pagado,Extranjeros,7588
01/12/2000,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Boleto pagado,Nacional,28090
01/12/2000,Ciudad de México,2600100,Museo,Museo Casa Carranza,Boleto pagado,Extranjeros,7
01/12/2000,Ciudad de México,2600100,Museo,Museo Casa Carranza,Boleto pagado,Nacional,472
01/12/2000,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista",Boleto pagado,Nacional,172
01/01/2001,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Boleto pagado,Extranjeros,26019
01/01/2001,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Boleto pagado,Nacional,58986
01/01/2001,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Boleto pagado,Extranjeros,4355
01/01/2001,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Boleto pagado,Nacional,82157
01/01/2001,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Boleto pagado,Extranjeros,288
01/01/2001,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Boleto pagado,Nacional,26109
01/01/2001,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Boleto pagado,Extranjeros,64
01/01/2001,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Boleto pagado,Nacional,11056
01/01/2001,Ciudad de México,2200200,Museo,Museo de El Carmen,Boleto pagado,Extranjeros,985
01/01/2001,Ciudad de México,2200200,Museo,Museo de El Carmen,Boleto pagado,Nacional,12069
01/01/2001,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Boleto pagado,Extranjeros,8814
01/01/2001,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Boleto pagado,Nacional,33926
01/01/2001,Ciudad de México,2600100,Museo,Museo Casa Carranza,Boleto pagado,Extranjeros,13
01/01/2001,Ciudad de México,2600100,Museo,Museo Casa Carranza,Boleto pagado,Nacional,817
01/01/2001,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista",Boleto pagado,Nacional,388
01/02/2001,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Boleto pagado,Extranjeros,27590
01/02/2001,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Boleto pagado,Nacional,69044
01/02/2001,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Boleto pagado,Extranjeros,4053
01/02/2001,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Boleto pagado,Nacional,83553
01/02/2001,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Boleto pagado,Extranjeros,141
01/02/2001,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Boleto pagado,Nacional,21790
01/02/2001,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Boleto pagado,Extranjeros,46
01/02/2001,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Boleto pagado,Nacional,15029
01/02/2001,Ciudad de México,2200200,Museo,Museo de El Carmen,Boleto pagado,Extranjeros,1074
01/02/2001,Ciudad de México,2200200,Museo,Museo de El Carmen,Boleto pagado,Nacional,12682
01/02/2001,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Boleto pagado,Extranjeros,9872
01/02/2001,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Boleto pagado,Nacional,43778
01/02/2001,Ciudad de México,2600100,Museo,Museo Casa Carranza,Boleto pagado,Extranjeros,14
01/02/2001,Ciudad de México,2600100,Museo,Museo Casa Carranza,Boleto pagado,Nacional,439
01/02/2001,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista",Boleto pagado,Nacional,266
01/03/2001,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Boleto pagado,Extranjeros,30526
01/03/2001,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Boleto pagado,Nacional,90049
01/03/2001,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Boleto pagado,Extranjeros,8587
01/03/2001,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Boleto pagado,Nacional,104530
01/03/2001,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Boleto pagado,Extranjeros,79
01/03/2001,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Boleto pagado,Nacional,28678
01/03/2001,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Boleto pagado,Extranjeros,53
01/03/2001,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Boleto pagado,Nacional,18379
01/03/2001,Ciudad de México,2200200,Museo,Museo de El Carmen,Boleto pagado,Extranjeros,690
01/03/2001,Ciudad de México,2200200,Museo,Museo de El Carmen,Boleto pagado,Nacional,9548
01/03/2001,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Boleto pagado,Extranjeros,6721
01/03/2001,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Boleto pagado,Nacional,35005
01/03/2001,Ciudad de México,2600100,Museo,Museo Casa Carranza,Boleto pagado,Extranjeros,11
01/03/2001,Ciudad de México,2600100,Museo,Museo Casa Carranza,Boleto pagado,Nacional,937
01/03/2001,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista",Boleto pagado,Extranjeros,1
01/03/2001,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista",Boleto pagado,Nacional,250
01/04/2001,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Boleto pagado,Extranjeros,26081
01/04/2001,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Boleto pagado,Nacional,72580
01/04/2001,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Boleto pagado,Extranjeros,3563
01/04/2001,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Boleto pagado,Nacional,124881
01/04/2001,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Boleto pagado,Extranjeros,73
01/04/2001,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Boleto pagado,Nacional,26016
01/04/2001,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Boleto pagado,Extranjeros,49
01/04/2001,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Boleto pagado,Nacional,12411
01/04/2001,Ciudad de México,2200200,Museo,Museo de El Carmen,Boleto pagado,Extranjeros,740
01/04/2001,Ciudad de México,2200200,Museo,Museo de El Carmen,Boleto pagado,Nacional,10858
01/04/2001,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Boleto pagado,Extranjeros,7744
01/04/2001,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Boleto pagado,Nacional,35725
01/04/2001,Ciudad de México,2600100,Museo,Museo Casa Carranza,Boleto pagado,Nacional,1777
01/04/2001,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista",Boleto pagado,Nacional,311
01/05/2001,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Boleto pagado,Extranjeros,18497
01/05/2001,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Boleto pagado,Nacional,40386
01/05/2001,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Boleto pagado,Extranjeros,5512
01/05/2001,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Boleto pagado,Nacional,59217
01/05/2001,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Boleto pagado,Extranjeros,174
01/05/2001,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Boleto pagado,Nacional,20454
01/05/2001,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Boleto pagado,Extranjeros,35
01/05/2001,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Boleto pagado,Nacional,10350
01/05/2001,Ciudad de México,2200200,Museo,Museo de El Carmen,Boleto pagado,Extranjeros,519
01/05/2001,Ciudad de México,2200200,Museo,Museo de El Carmen,Boleto pagado,Nacional,7707
01/05/2001,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Boleto pagado,Extranjeros,5209
01/05/2001,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Boleto pagado,Nacional,23978
01/05/2001,Ciudad de México,2600100,Museo,Museo Casa Carranza,Boleto pagado,Extranjeros,37
01/05/2001,Ciudad de México,2600100,Museo,Museo Casa Carranza,Boleto pagado,Nacional,680
01/05/2001,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista",Boleto pagado,Nacional,212
01/06/2001,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Boleto pagado,Extranjeros,20985
01/06/2001,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Boleto pagado,Nacional,39963
01/06/2001,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Boleto pagado,Extranjeros,4494
01/06/2001,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Boleto pagado,Nacional,58699
01/06/2001,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Boleto pagado,Extranjeros,89
01/06/2001,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Boleto pagado,Nacional,23366
01/06/2001,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Boleto pagado,Extranjeros,40
01/06/2001,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Boleto pagado,Nacional,6143
01/06/2001,Ciudad de México,2200200,Museo,Museo de El Carmen,Boleto pagado,Extranjeros,471
01/06/2001,Ciudad de México,2200200,Museo,Museo de El Carmen,Boleto pagado,Nacional,4850
01/06/2001,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Boleto pagado,Extranjeros,6826
01/06/2001,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Boleto pagado,Nacional,26685
01/06/2001,Ciudad de México,2600100,Museo,Museo Casa Carranza,Boleto pagado,Extranjeros,14
01/06/2001,Ciudad de México,2600100,Museo,Museo Casa Carranza,Boleto pagado,Nacional,1143
01/06/2001,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista",Boleto pagado,Nacional,332
01/07/2001,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Boleto pagado,Extranjeros,33933
01/07/2001,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Boleto pagado,Nacional,47810
01/07/2001,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Boleto pagado,Extranjeros,4494
01/07/2001,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Boleto pagado,Nacional,45317
01/07/2001,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Boleto pagado,Extranjeros,103
01/07/2001,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Boleto pagado,Nacional,26205
01/07/2001,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Boleto pagado,Extranjeros,33
01/07/2001,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Boleto pagado,Nacional,10352
01/07/2001,Ciudad de México,2200200,Museo,Museo de El Carmen,Boleto pagado,Extranjeros,1154
01/07/2001,Ciudad de México,2200200,Museo,Museo de El Carmen,Boleto pagado,Nacional,21337
01/07/2001,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Boleto pagado,Extranjeros,10783
01/07/2001,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Boleto pagado,Nacional,32099
01/07/2001,Ciudad de México,2600100,Museo,Museo Casa Carranza,Boleto pagado,Extranjeros,3
01/07/2001,Ciudad de México,2600100,Museo,Museo Casa Carranza,Boleto pagado,Nacional,1189
01/07/2001,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista",Boleto pagado,Nacional,306
01/08/2001,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Boleto pagado,Extranjeros,29436
01/08/2001,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Boleto pagado,Nacional,45173
01/08/2001,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Boleto pagado,Extranjeros,4977
01/08/2001,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Boleto pagado,Nacional,79901
01/08/2001,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Boleto pagado,Extranjeros,150
01/08/2001,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Boleto pagado,Nacional,30339
01/08/2001,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Boleto pagado,Extranjeros,55
01/08/2001,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Boleto pagado,Nacional,2507
01/08/2001,Ciudad de México,2200200,Museo,Museo de El Carmen,Boleto pagado,Extranjeros,887
01/08/2001,Ciudad de México,2200200,Museo,Museo de El Carmen,Boleto pagado,Nacional,11680
01/08/2001,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Boleto pagado,Extranjeros,9877
01/08/2001,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Boleto pagado,Nacional,27543
01/08/2001,Ciudad de México,2600100,Museo,Museo Casa Carranza,Boleto pagado,Extranjeros,15
01/08/2001,Ciudad de México,2600100,Museo,Museo Casa Carranza,Boleto pagado,Nacional,2382
01/08/2001,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista",Boleto pagado,Nacional,269
01/09/2001,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Boleto pagado,Extranjeros,19750
01/09/2001,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Boleto pagado,Nacional,117282
01/09/2001,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Boleto pagado,Extranjeros,3490
01/09/2001,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Boleto pagado,Nacional,84836
01/09/2001,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Boleto pagado,Extranjeros,490
